B0002BG6CI,[0.6249],[5],"[[product, job]]","[[product job, 0.6249, 5]]"
B00SNS1CIA,[0.4404],[3],"[[productexcept, button, way, phone, thing, turn, onon, button, fell, push, guess]]","[[productexcept button way phone thing turn onon button fell push guess, 0.4404, 3]]"
B00STP86HC,"[-0.5719, 0.8608, -0.5709, 0.0, 0.9042, 0.964, 0.8104, 0.8519, 0.8334, 0.6486, 0.9543]","[1, 5, 2, 5, 5, 4, 5, 5, 5, 3, 5]","[[headset, wear, work, day, sound, great, side, stop, work, get, company, sent, pair, ever], [amaze, sound, range, quality, deep, true, bass, love, earbuds, cant, better, value], [use, headphone, purchase, sound, awesome, stay, buy], [hr, come, wire, charge, earphone, bluetooth, earphone], [buyer, beware, love, couple, month, pair, became, difficult, id, forget, headphone, restartreboot, ipod, iphone, time, become, frustrate, shorten, workout, take, minute, today, minutes, away, frustration, buy, niece, pair, problems, hope, shes, one, something, work, month, call], [purchase, listen, pandora, phone, rid, motorcycle, work, fact, im, think, buying, pair, backupspare], [hate], [thing, come, ear, attachment, work, fit, dont, fall, exercise, want], [sound, quality, awesome, ear, sound, range, stay, room, start, go, room, start, break, mac, make, sure, sound, setting, qy, app, sound, game, itunes, otherwise, sound, wont, connect, youre, consider, work, keep, mind, band, lot, head, movement, cause, band, create, friction, skin, thing, know, ear, bud, pull, sound, want, work, youre, wear, tank, happen, youll, get, frustrate, room, mate, awesome, night, music, work, computer, enjoy], [madebut, connection, spotty, time, cut, earpiece], [awesome, love, earphone]]","[[headset wear work day sound great side stop work get company sent pair ever, -0.5719, 1], [amaze sound range quality deep true bass love earbuds cant better value, 0.8608, 5], [use headphone purchase sound awesome stay buy, -0.5709, 2], [hr come wire charge earphone bluetooth earphone, 0.0, 5], [buyer beware love couple month pair became difficult id forget headphone restartreboot ipod iphone time become frustrate shorten workout take minute today minutes away frustration buy niece pair problems hope shes one something work month call, 0.9042, 5], [purchase listen pandora phone rid motorcycle work fact im think buying pair backupspare, 0.964, 4], [hate, 0.8104, 5], [thing come ear attachment work fit dont fall exercise want, 0.8519, 5], [sound quality awesome ear sound range stay room start go room start break mac make sure sound setting qy app sound game itunes otherwise sound wont connect youre consider work keep mind band lot head movement cause band create friction skin thing know ear bud pull sound want work youre wear tank happen youll get frustrate room mate awesome night music work computer enjoy, 0.8334, 5], [madebut connection spotty time cut earpiece, 0.6486, 3], [awesome love earphone, 0.9543, 5]]"
B00SXABZ5I,"[-0.1531, 0.5719, 0.8223, 0.7783, 0.9255]","[4, 5, 5, 5, 4]","[[note, battery, work, latter, havebr, br, work, addition, plan, charger, period, timebr, br, downside, unit, buy, didnt, charger, im, use, charger, isnt, correct, micro, usb, slot, charger, work, charge, battery, take, bit, time, compare, use, correct, charger, use, galaxy, note, situation, happen], [look, work, wish, come, wallplug, usb, cable], [perfect, backup, charger, samsung, galaxy, charger, contain, official, samsung, galaxy, battery, charge, indicator, light, unit, sleek, battery, case, storage, inside, unit], [say, doubt, work, fine], [work, great, star, charge, port, contact, bit, recess, face, contact, bit, solve, dremmel, samsung, base, unit, seem, bit, heftier, feel, wise, version, love, charge, unit, oppose, wall, plug, use, car, usb, charge]]","[[note battery work latter havebr br work addition plan charger period timebr br downside unit buy didnt charger im use charger isnt correct micro usb slot charger work charge battery take bit time compare use correct charger use galaxy note situation happen, -0.1531, 4], [look work wish come wallplug usb cable, 0.5719, 5], [perfect backup charger samsung galaxy charger contain official samsung galaxy battery charge indicator light unit sleek battery case storage inside unit, 0.8223, 5], [say doubt work fine, 0.7783, 5], [work great star charge port contact bit recess face contact bit solve dremmel samsung base unit seem bit heftier feel wise version love charge unit oppose wall plug use car usb charge, 0.9255, 4]]"
B00SXFYOOC,"[0.836, 0.0]","[5, 5]","[[put, fenix, watch, month, look, scratch, fit, screen], [excelente]]","[[put fenix watch month look scratch fit screen, 0.836, 5], [excelente, 0.0, 5]]"
B00SZBNT2W,"[0.5859, 0.8519, 0.6124, 0.8062]","[5, 4, 2, 5]","[[get, go, number, review, wear, comfort, sound, quality, poor, make, quality, difference, taotronics, ear, bud, return, refund], [hope, last], [amaze, quality], [bluetooth, headset, sound, link, phone, flash, headset, use, gym, downfall, earbuds, take, bit, maneuver, hear]]","[[get go number review wear comfort sound quality poor make quality difference taotronics ear bud return refund, 0.5859, 5], [hope last, 0.8519, 4], [amaze quality, 0.6124, 2], [bluetooth headset sound link phone flash headset use gym downfall earbuds take bit maneuver hear, 0.8062, 5]]"
B00SZFN1NA,[0.7096],[5],"[[speaker, loud, size, room, havent, take, ill, trust, weather, resistant, whatever, mean]]","[[speaker loud size room havent take ill trust weather resistant whatever mean, 0.7096, 5]]"
B00T5M8IV2,"[0.0, 0.0435]","[1, 3]","[[see, entire, road, head, wide, angle, side, front, camera, rear, ok, use, rear, camera, camera, read, thing, font, view, wide, difficult, see, number, license, plate, front, end, buy, dash, cam, see, car, license, plate, front, buy, camera, record, license, plate, rearended, catch, video, scale, rating, night, front, camera, dim, read, camera, get, glare, lens, detail, night], [work, minute, lens, went, menu, rest, configuration, setting, display, see, wellbr, camera, bring, peru, return]]","[[see entire road head wide angle side front camera rear ok use rear camera camera read thing font view wide difficult see number license plate front end buy dash cam see car license plate front buy camera record license plate rearended catch video scale rating night front camera dim read camera get glare lens detail night, 0.0, 1], [work minute lens went menu rest configuration setting display see wellbr camera bring peru return, 0.0435, 3]]"
B00T87RSAQ,[0.919],[4],"[[glass, screen, protector, doesnt, edge, phone, leaf, bit, gap, brand, benefit, brand, crack, chip, edge, replace, fancy, brand, twice, give, get, glass, splinter, switch, considering, go, school, plastic, film, type, screen, protector, cheaper, figure, try, brand, star, cutouts, exact, section, line, instal, crack, chip, brand, crack, week, time, replacement, last, month]]","[[glass screen protector doesnt edge phone leaf bit gap brand benefit brand crack chip edge replace fancy brand twice give get glass splinter switch considering go school plastic film type screen protector cheaper figure try brand star cutouts exact section line instal crack chip brand crack week time replacement last month, 0.919, 4]]"
B00T9EB3C2,[0.9389],[5],"[[looking, come, antiglare, sheet, clean, rag, stylus, great, value, price, ]]","[[looking come antiglare sheet clean rag stylus great value price , 0.9389, 5]]"
B00TGD79X8,"[0.3818, 0.8519, -0.4365]","[5, 5, 2]","[[excellent, charge], [product, plug, car, say, fastcharging, thats, love], [work, state, isnt, secure, cigarette, port, fall, bought]]","[[excellent charge, 0.3818, 5], [product plug car say fastcharging thats love, 0.8519, 5], [work state isnt secure cigarette port fall bought, -0.4365, 2]]"
B00TI9M2VO,[0.6369],[5],[[case]],"[[case, 0.6369, 5]]"
B00TQKEC54,[-0.3412],[3],[[look]],"[[look, -0.3412, 3]]"
B00TSF3Q6S,[0.6946],[5],"[[test, case, settle, incipio, coworker, rubberize, incipio, case, like, design, check, amazon, find, shine, version, case, shine, case, incipio, provider, superb, protection, design, piece, case, rubber, protective, bumper, surround, phone, protects, phone, angle, component, shell, clamp, rubber, lock, place, provide, case, doesnt, want, slide, shine, brush, aluminum, style, plastic, aluminum, style, match, feel, galaxy, phone, easy, grip, case, fit, pouch, smartphone, pocket, jean, prefer, grippier, feel, rubberize, version, case, prefer, feel, shine, version]]","[[test case settle incipio coworker rubberize incipio case like design check amazon find shine version case shine case incipio provider superb protection design piece case rubber protective bumper surround phone protects phone angle component shell clamp rubber lock place provide case doesnt want slide shine brush aluminum style plastic aluminum style match feel galaxy phone easy grip case fit pouch smartphone pocket jean prefer grippier feel rubberize version case prefer feel shine version, 0.6946, 5]]"
B00U1H449K,[0.0],[1],"[[phone, case, description, didnt, match, size, wasit, phone, ]]","[[phone case description didnt match size wasit phone , 0.0, 1]]"
B00U8KSJC8,"[-0.6808, 0.0, 0.6369, 0.3369, -0.5267]","[4, 1, 5, 4, 1]","[[smartphone, samsung], [problem, batteryit, get], [get, month, close, remove, phone, charger, turn, phone, use, power, button, charge, phone, turn, bye, phone, call, tell, warranty, repair, model, contact, samsung, uk, say, delivery, ship, someone, eu, contact, wth, samsung, bye, bye], [give, friend, dont, work], [phone, show, water, spot, underneath, outer, glass, phone]]","[[smartphone samsung, -0.6808, 4], [problem batteryit get, 0.0, 1], [get month close remove phone charger turn phone use power button charge phone turn bye phone call tell warranty repair model contact samsung uk say delivery ship someone eu contact wth samsung bye bye, 0.6369, 5], [give friend dont work, 0.3369, 4], [phone show water spot underneath outer glass phone, -0.5267, 1]]"
B00U90R3P6,[0.8402],[5],"[[fit, value]]","[[fit value, 0.8402, 5]]"
B00UCKAELS,[0.7178],[5],"[[nice, case, please, purchase, shipment, business]]","[[nice case please purchase shipment business, 0.7178, 5]]"
B00UCZGTQW,"[0.7841, 0.8448]","[5, 5]","[[case, didnt, want, cover, gold, shell, pay, coverage, provide, bit, safety, bit, style, zero, issue, use, take, month, get, write, review, yet, issue], [service, perfect, product]]","[[case didnt want cover gold shell pay coverage provide bit safety bit style zero issue use take month get write review yet issue, 0.7841, 5], [service perfect product, 0.8448, 5]]"
B00UGFSUH4,[0.6597],[3],"[[buy, case, mom, love, kick, stand, recommend, use, ]]","[[buy case mom love kick stand recommend use , 0.6597, 3]]"
B00UR3VDCY,[0.4434],[5],"[[think, go, case, rubber, side, side, case, rubber, cool, make, seem, sticker, phone, picture, flash, clear]]","[[think go case rubber side side case rubber cool make seem sticker phone picture flash clear, 0.4434, 5]]"
B00UY2J8VG,[0.6369],[5],"[[order, deliver, advertise, time, charger, course, year]]","[[order deliver advertise time charger course year, 0.6369, 5]]"
B00V0MMV2M,[0.2263],[5],"[[improve, internet, service, go, bar, bar, antenna]]","[[improve internet service go bar bar antenna, 0.2263, 5]]"
B00VB3CC1U,[0.34],[2],"[[case, frame, crack, break, get, use, week, drop, phone, carpet, whole, frame, crack, chip]]","[[case frame crack break get use week drop phone carpet whole frame crack chip, 0.34, 2]]"
B00VSOYGN4,"[-0.0971, 0.0]","[3, 4]","[[phone, case, arrive, want], [scratch, case]]","[[phone case arrive want, -0.0971, 3], [scratch case, 0.0, 4]]"
B00VVJPQZ8,[0.6473],[5],"[[product, love, use, cheap, dry, wet, screen, protector, temper, glass, go]]","[[product love use cheap dry wet screen protector temper glass go, 0.6473, 5]]"
B00VWZT6HA,[0.4215],[5],"[[nice, case]]","[[nice case, 0.4215, 5]]"
B00VYQLZN0,[0.6369],[5],"[[phone, case]]","[[phone case, 0.6369, 5]]"
B00W9F29HG,[0.4404],[5],"[[otterbox, lot, less]]","[[otterbox lot less, 0.4404, 5]]"
B00WCU7UXQ,[0.7688],[5],"[[get, compliment, doesnt, phone, drop]]","[[get compliment doesnt phone drop, 0.7688, 5]]"
B00WFT5XP6,[-0.6439],[1],"[[chip, print, case, plastic, dont, look, good]]","[[chip print case plastic dont look good, -0.6439, 1]]"
B00WH63DZO,[0.6249],[5],[[quality]],"[[quality, 0.6249, 5]]"
B00WJZHHTG,[0.75],[4],"[[gift, work, intend]]","[[gift work intend, 0.75, 4]]"
B00WS08KS4,[-0.2755],[2],"[[didnt, feel, purse, handle, return]]","[[didnt feel purse handle return, -0.2755, 2]]"
B00WT8O48K,[-0.2146],[3],"[[outer, case, bend, sit, inside, kickstand, doesnt, seem, design, take, outer, case, take, rubber, case, shell]]","[[outer case bend sit inside kickstand doesnt seem design take outer case take rubber case shell, -0.2146, 3]]"
B00X38C144,[0.6115],[5],"[[perfect, glass, way, quality, expect]]","[[perfect glass way quality expect, 0.6115, 5]]"
B00X4I3T3U,"[0.0, -0.2732, 0.2718, 0.6249, -0.2732, -0.1531, 0.3736, 0.4404, -0.3804, 0.7687]","[1, 5, 1, 5, 5, 1, 4, 5, 1, 5]","[[didnt, work, iphone, c, wife, iphone, plug, get, message, phone, state, use, apple, phone, choice, return], [work, loose, outlet], [charge, fastnice], [work, great, money, cant], [work, great, issue, work, iphone, c, ipad, air], [work, great], [receive, apple, iphone, charger, look, gave, star, chance, use, look, make, quality, price], [unit, work], [charge, fast], [piece, junk, work, throw, packaging, cant, return, problem, hundred, cord, buy, cord, work, quality, control]]","[[didnt work iphone c wife iphone plug get message phone state use apple phone choice return, 0.0, 1], [work loose outlet, -0.2732, 5], [charge fastnice, 0.2718, 1], [work great money cant, 0.6249, 5], [work great issue work iphone c ipad air, -0.2732, 5], [work great, -0.1531, 1], [receive apple iphone charger look gave star chance use look make quality price, 0.3736, 4], [unit work, 0.4404, 5], [charge fast, -0.3804, 1], [piece junk work throw packaging cant return problem hundred cord buy cord work quality control, 0.7687, 5]]"
B00X52GLF8,[-0.7648],[2],"[[im, happy, caseits, mad, back, feel, sticker, cardboard, put, phone, gummy, part, case, sorround, case, shellin, couple, week, put, case, onthis, garbage]]","[[im happy caseits mad back feel sticker cardboard put phone gummy part case sorround case shellin couple week put case onthis garbage, -0.7648, 2]]"
B00X977CSY,[0.6369],[4],"[[case, arrive, time]]","[[case arrive time, 0.6369, 4]]"
B00XGL9CJU,[-0.5812],[2],"[[product, cause, phone, charger, cord, get, allow, phone, charge, turn, extrememy, disappoint]]","[[product cause phone charger cord get allow phone charge turn extrememy disappoint, -0.5812, 2]]"
B00XH95SD0,[0.6249],[5],[[item]],"[[item, 0.6249, 5]]"
B00XMX92EC,[0.8519],[5],[[case]],"[[case, 0.8519, 5]]"
B00XWG35YC,[0.3818],[3],"[[way, look, thing, bug, fact, slide, pug, charger, headphone, amd, gorilla, glass, screen, protector, bubble, side, case]]","[[way look thing bug fact slide pug charger headphone amd gorilla glass screen protector bubble side case, 0.3818, 3]]"
B00XXJLF4A,[0.8442],[5],"[[case, blackbutler, case, replace, love, shiny]]","[[case blackbutler case replace love shiny, 0.8442, 5]]"
B00Y21ZIHS,[0.0],[5],[[case]],"[[case, 0.0, 5]]"
B00Y3G35WM,"[0.5994, -0.5423]","[3, 1]","[[meh, decent, case, didnt, hold, stick, take, put, case, concept], [case, come, back, peal, quality]]","[[meh decent case didnt hold stick take put case concept, 0.5994, 3], [case come back peal quality, -0.5423, 1]]"
B00YSN1N8S,[0.0],[5],"[[everything, want, double, wallet]]","[[everything want double wallet, 0.0, 5]]"
B00YSN2SK0,[0.7351],[5],"[[excellent, picture, detail, make, cheap]]","[[excellent picture detail make cheap, 0.7351, 5]]"
B00ZI7QNVA,[-0.0297],[4],"[[case, metroid, fan, word, metroid, fit, phone, case, say, etro]]","[[case metroid fan word metroid fit phone case say etro, -0.0297, 4]]"
B00ZP8HY5G,"[0.6597, -0.6369, 0.0]","[4, 2, 5]","[[put, color], [fit, phone, look, fine, case, phone, people, talk, understand, say, voice, cut, sound, garble, end, waste, money], [arrive, quicklygreat, fiteven, came, glass, protector, shield, didnt, expect]]","[[put color, 0.6597, 4], [fit phone look fine case phone people talk understand say voice cut sound garble end waste money, -0.6369, 2], [arrive quicklygreat fiteven came glass protector shield didnt expect, 0.0, 5]]"
B00ZYL5BUY,"[0.4019, 0.6705, 0.7964, 0.6369]","[2, 5, 5, 5]","[[handy, keep, phone, protect, case, get, nothing, compare, love, color], [wish, hold, thing], [perfect, carry, phone, card, put, car, fob, strap, everything]]","[[handy keep phone protect case get nothing compare love color, 0.4019, 2], [wish hold thing, 0.6705, 5], [perfect carry phone card put car fob strap everything, 0.7964, 5], [, 0.6369, 5]]"
B0108QFILG,[-0.862],[1],"[[produce, noise, make, waste, time, money, poor, quality, disappoint]]","[[produce noise make waste time money poor quality disappoint, -0.862, 1]]"
B010FMW7CG,[-0.5423],[3],"[[g, pro, lite, doesnt, work, regular, g, pro, case, cover, flash, mistake, cut, hole, flash, case, work]]","[[g pro lite doesnt work regular g pro case cover flash mistake cut hole flash case work, -0.5423, 3]]"
B010FNT818,[0.9324],[5],"[[case, come, waaaay, say, thats, thing, case, fit, iphone, look, recommend]]","[[case come waaaay say thats thing case fit iphone look recommend, 0.9324, 5]]"
B010L5MYEI,[-0.4409],[2],"[[receive, mail, reading, comment, im, confuse, mine, come, screen, protector, stylus, kick, stand, sure, thats, intend, others, receive, item]]","[[receive mail reading comment im confuse mine come screen protector stylus kick stand sure thats intend others receive item, -0.4409, 2]]"
B010LJUVPS,[-0.8067],[1],"[[suppose, charge, doesnt, anything, reserve, battery, slot, seem, snug, fit, try, use, anker, battery, make, connection, reserve, port, cheap, product, make, company, quick, buck, leave, phone, extra, battery, charger, overnight, phone, charge, reserve, battery, charge, review, notice, seem, biasedbr, br, say, anything, product, nothing, awkward, look, paper, weight, wouldnt, hold, paper, require, im, get, dealing, return, item, id, throw, trash, fill, landfill, help, demise, planet, destroy, planet, order, thingbr, br, side, buy, thing, kill, planet, wont, take, case, charger, wont, use, charge, phone, need, case, otherwise, wish, try, youll, need, remove, case, happy, thought]]","[[suppose charge doesnt anything reserve battery slot seem snug fit try use anker battery make connection reserve port cheap product make company quick buck leave phone extra battery charger overnight phone charge reserve battery charge review notice seem biasedbr br say anything product nothing awkward look paper weight wouldnt hold paper require im get dealing return item id throw trash fill landfill help demise planet destroy planet order thingbr br side buy thing kill planet wont take case charger wont use charge phone need case otherwise wish try youll need remove case happy thought, -0.8067, 1]]"
B010OUBIJM,"[0.0, 0.8883]","[5, 5]","[[kool, phone], [expectation, best, camera, phone, ever, price, find, case, send, work, made, silicone, recommend]]","[[kool phone, 0.0, 5], [expectation best camera phone ever price find case send work made silicone recommend, 0.8883, 5]]"
B010PU2Z7A,[-0.7184],[1],"[[work, fine, receive, damage, touchscreen, dark, spot, size, water, droplet, blob, dead, pixel, extreme, spot, part, screen, u, turn, light, navigation, button, bottom, screen, light, escape, gap, touchscreen, frame]]","[[work fine receive damage touchscreen dark spot size water droplet blob dead pixel extreme spot part screen u turn light navigation button bottom screen light escape gap touchscreen frame, -0.7184, 1]]"
B011EU1FQC,[0.0],[5],"[[item, come, describe, ship]]","[[item come describe ship, 0.0, 5]]"
B011HT91DO,"[-0.5994, 0.8871]","[1, 4]","[[excite, gen, ring, phone, disappointment, tile, app, run, phone, ring, time, test, couple, day, ring, twice, buy, pack, tile, kicking, consider, tracking, product, trust, ur, money, belongs, plan, get, track, phone, soooo, disappoint, want, youtube, video], [update, september, function, work, advertise, ring, phone, wallet, hunt, save, lot, time, morning, rush, door, tile, thick, wallet, move, poke, wonder, make, look, credit, card, manage, get, mall, part, car, track, going, wait, depend, year, tell, car, done, company, lot, work, fine, car, hard, find, line, sighti, move, tile, center, console, seem, block, time, cd, holder, get, pick, time, find, phone, press, e, tile, inch, manage, get, work, star, try, moment, follow, get, work, reverify, problem, keyboard, chair, get, pack, minute, chain, wallet, bit, thick, wallet, see, work, woman, purse, point, pie, set, limit, test, perfect, tile, key, wallet, briefcase, travel, leave, car, idea, car, tell, seen, depend, year, find, car, seem, better, memory, mom, dad, update, go]]","[[excite gen ring phone disappointment tile app run phone ring time test couple day ring twice buy pack tile kicking consider tracking product trust ur money belongs plan get track phone soooo disappoint want youtube video, -0.5994, 1], [update september function work advertise ring phone wallet hunt save lot time morning rush door tile thick wallet move poke wonder make look credit card manage get mall part car track going wait depend year tell car done company lot work fine car hard find line sighti move tile center console seem block time cd holder get pick time find phone press e tile inch manage get work star try moment follow get work reverify problem keyboard chair get pack minute chain wallet bit thick wallet see work woman purse point pie set limit test perfect tile key wallet briefcase travel leave car idea car tell seen depend year find car seem better memory mom dad update go, 0.8871, 4]]"
B011KGBALA,[-0.7618],[1],"[[receive, merit, air, phone, case, unhappy, mean, unhappy, yes, water, test, fly, color, yes, feel, screen, oily, look, separation, phone, screen, case, screen, make, sound, typewritter, case]]","[[receive merit air phone case unhappy mean unhappy yes water test fly color yes feel screen oily look separation phone screen case screen make sound typewritter case, -0.7618, 1]]"
B011KW856W,[0.743],[5],"[[work, great, need, time, seem, lose, housebr, receive, product, discount, price, exchange, honest, review]]","[[work great need time seem lose housebr receive product discount price exchange honest review, 0.743, 5]]"
B011PEYF5A,[-0.2057],[3],"[[surface, edge, rub, make]]","[[surface edge rub make, -0.2057, 3]]"
B011T5S1XM,[0.8928],[5],"[[nice, option, spouse, didnt, want, wear, black, band, man, watch, clasp, keep, band, close, idea, gear, fit, watch, come]]","[[nice option spouse didnt want wear black band man watch clasp keep band close idea gear fit watch come, 0.8928, 5]]"
B011TWLD3U,[0.2023],[3],"[[everything, fine, charge, phone, case, hole, bottom, case, charge, port, charger, time, charge, phone, take, case]]","[[everything fine charge phone case hole bottom case charge port charger time charge phone take case, 0.2023, 3]]"
B011U0AY22,"[0.2023, 0.3182]","[5, 5]","[[quick, charge, charge, fast], [box, seem, seal, battery, sign, wearcorner, ding, scratch, use, work, buy, edit, contact, aukey, representative, day, apologize, offer, send, returning, star, customer, service]]","[[quick charge charge fast, 0.2023, 5], [box seem seal battery sign wearcorner ding scratch use work buy edit contact aukey representative day apologize offer send returning star customer service, 0.3182, 5]]"
B0125PWTBK,[0.9076],[5],"[[perfect, need, find]]","[[perfect need find, 0.9076, 5]]"
B012EFFEBI,[0.1154],[2],"[[screen, protector, always, put, privacy, screen, protector, phone, screen, protector, make, screen, look, distort, side, make, screen, look, blurry, go, screen, protector, star, gave, screen, protector, kind, star]]","[[screen protector always put privacy screen protector phone screen protector make screen look distort side make screen look blurry go screen protector star gave screen protector kind star, 0.1154, 2]]"
B013QYZBA0,[0.5994],[5],"[[cover, super]]","[[cover super, 0.5994, 5]]"
